,AMZN,GME,GOOG,JPM,SPY,XOM
2020-07-22,154.996,1.0275,78.425,90.4546,311.3441,36.9241
2020-07-23,149.328,1.0275,75.784,90.7204,307.6292,37.0003
2020-07-24,150.445,1.0075,75.593,90.0789,305.648,36.7716
2020-07-27,152.761,1.0025,76.51,88.814,307.8769,37.3135
2020-07-28,150.017,0.985,75.017,89.199,305.9242,36.8733
2020-07-29,151.677,1.015,76.101,91.362,309.6867,37.2797
2020-07-30,152.594,1.025,76.573,88.924,308.5818,35.4508
2020-07-31,158.234,1.0025,74.148,88.5757,311.0202,35.6286
2020-08-03,155.594,1.0375,73.723,88.0808,313.1825,35.7726
2020-08-04,156.942,1.1075,73.249,87.5767,314.3922,36.8055
2020-08-05,160.252,1.1575,73.681,89.0982,316.3449,37.1273
2020-08-06,161.25,1.1075,75.005,89.1256,318.4595,36.9495
2020-08-07,158.373,1.04,74.725,91.0871,318.6881,36.7801
2020-08-10,157.408,1.0825,74.805,92.2419,319.6406,37.6861
2020-08-11,154.034,1.0875,74.016,95.1566,317.0021,38.0755
2020-08-12,158.112,1.13,75.331,94.35,321.4219,38.0669
2020-08-13,158.051,1.16,75.923,93.8276,320.8408,37.1344
2020-08-14,157.401,1.1875,75.387,93.8642,320.8504,37.2985
2020-08-17,159.121,1.1575,75.899,91.3895,321.8696,36.815
2020-08-18,165.624,1.2025,77.93,90.1155,322.5649,36.6337
2020-08-19,163.024,1.18,77.377,90.3263,321.2218,36.2279
2020-08-20,164.868,1.1525,79.088,89.2448,322.222,35.6753
2020-08-21,164.236,1.2575,79.021,89.199,323.365,35.4077
2020-08-24,165.373,1.2175,79.41,91.7103,326.6417,36.4524
2020-08-25,167.325,1.245,80.411,92.1136,327.7848,35.2954
2020-08-26,172.093,1.2775,82.619,90.8213,331.071,34.5443
2020-08-27,170.0,1.3125,81.717,93.8092,331.7949,34.3112
2020-08-28,170.09,1.3475,82.221,94.1942,333.9381,35.1314
2020-08-31,172.548,1.67,81.709,91.8295,332.7284,34.4838
2020-09-01,174.956,1.9125,83.036,91.7837,335.8622,34.0435
2020-09-02,176.573,1.9275,86.414,93.1676,340.7201,33.8363
2020-09-03,168.4,1.955,82.092,92.8744,328.9945,33.7672
2020-09-04,164.731,1.9125,79.552,94.8816,326.3084,33.7413
2020-09-08,157.492,1.925,76.62,91.582,317.3927,32.9643
2020-09-09,163.431,1.8375,77.848,92.4527,323.6603,32.7657
2020-09-10,158.756,1.5575,76.601,91.4995,318.0404,31.9455
2020-09-11,155.811,1.5225,76.036,92.636,318.2023,31.8591
2020-09-14,155.148,1.7275,75.964,93.9192,322.3935,31.6519
2020-09-15,157.807,1.7725,77.072,90.9954,324.0223,31.3152
2020-09-16,153.905,2.17,76.045,91.3804,322.7364,32.6448
2020-09-17,150.437,2.3,74.777,90.3355,319.8978,32.6362
2020-09-18,147.746,2.3675,73.0,90.143,316.2153,32.1095
2020-09-21,148.023,2.1875,71.558,87.3567,312.6959,31.4533
2020-09-22,156.45,2.64,73.273,86.4035,315.8805,30.6763
2020-09-23,149.993,2.51,70.761,85.0012,308.5549,29.692
2020-09-24,150.99,2.285,71.415,84.9278,309.3774,29.6316
2020-09-25,154.757,2.505,72.248,85.6702,314.3791,29.9079
2020-09-28,158.703,2.5225,73.226,88.1358,319.6007,30.4863
2020-09-29,157.244,2.5875,73.467,87.3934,317.8602,29.597
2020-09-30,157.437,2.55,73.48,88.2366,320.2702,29.6402
2020-10-01,161.063,2.4425,74.505,88.8782,322.3263,28.6041
2020-10-02,156.25,2.3475,72.921,89.7214,319.266,28.4746
2020-10-05,159.96,2.365,74.301,91.6178,324.9276,29.1308
2020-10-06,154.998,2.2825,72.672,90.6742,320.3084,28.8286
2020-10-07,159.785,2.34,73.015,92.2561,325.8839,28.9236
2020-10-08,159.528,3.3725,74.297,94.1524,328.7721,30.4432
2020-10-09,164.333,3.005,75.761,93.6159,331.708,29.9942
2020-10-12,172.147,2.95,78.458,94.763,337.0444,29.8992
2020-10-13,172.182,2.97,78.584,93.2274,334.8448,29.5452
2020-10-14,168.186,3.0625,78.404,92.7093,332.7409,29.4848
2020-10-15,166.933,3.4575,77.957,94.0969,332.3297,29.7438
2020-10-16,163.636,3.3275,78.651,93.9027,332.1288,29.4416
2020-10-19,160.361,3.4775,76.73,92.3208,327.0793,28.8545
2020-10-20,160.851,3.465,77.797,92.8481,328.3895,29.0963
2020-10-21,159.247,3.525,79.666,91.923,327.7679,28.63
2020-10-22,158.82,3.7275,80.767,95.17,329.5658,30.0978
2020-10-23,160.22,3.75,82.05,96.0303,330.6847,29.4934
2020-10-26,160.352,3.3625,79.523,93.6529,324.5737,28.7941
2020-10-27,164.317,3.1725,80.213,91.886,323.4548,28.3365
2020-10-28,158.139,2.955,75.831,89.3051,312.3994,27.2573
2020-10-29,160.551,2.9325,78.362,89.8879,315.5745,28.466
2020-10-30,151.808,2.6175,81.051,90.6927,312.2847,28.1638
2020-11-02,150.224,2.6875,81.302,92.7371,315.7849,29.3467
2020-11-03,152.421,2.8925,82.511,95.6603,321.3604,28.8459
2020-11-04,162.058,2.7275,87.457,92.7371,328.5425,28.6905
2020-11-05,166.1,2.8625,88.169,96.5298,334.95,28.6387
2020-11-06,165.569,2.965,88.088,95.244,334.8735,28.302
2020-11-09,157.187,2.8725,88.15,108.1393,339.0814,31.885
2020-11-10,151.751,2.775,87.02,107.7878,338.5841,32.5924
2020-11-11,156.87,2.9375,87.636,106.1782,341.0993,32.2564
2020-11-12,155.514,2.7825,87.492,104.8739,337.7904,31.1511
2020-11-13,156.441,2.7525,88.851,105.5307,342.4669,31.9027
2020-11-16,156.553,3.015,89.069,108.5093,346.7418,33.7419
2020-11-17,156.783,2.9075,88.508,107.4085,344.8769,34.1928
2020-11-18,155.273,2.8925,87.339,106.613,340.7264,32.9019
2020-11-19,155.851,3.115,88.196,106.8997,342.1609,33.0699
2020-11-20,154.97,3.1775,87.11,105.9839,339.8178,32.6631
2020-11-23,154.92,3.475,86.743,109.0366,341.8548,34.803
2020-11-24,155.903,3.4175,88.444,114.0782,347.3634,37.1196
2020-11-25,159.254,3.6875,88.572,112.8849,346.8278,36.0851
2020-11-27,159.767,4.02,89.66,112.1356,347.7937,35.5369
2020-11-30,158.402,4.14,88.037,109.0459,346.254,33.7154
2020-12-01,161.004,3.95,89.905,110.7665,350.0412,34.0425
2020-12-02,160.177,4.145,91.398,112.8941,350.7775,35.3158
2020-12-03,159.337,4.03,91.339,112.1541,350.6819,35.5545
2020-12-04,158.129,4.225,91.4,113.1716,353.704,36.8543
2020-12-07,157.9,4.0875,90.974,112.7461,352.9771,36.1647
2020-12-08,158.865,4.235,90.928,112.8571,354.01,37.3495
2020-12-09,155.21,3.415,89.207,111.9783,350.8349,37.8447
2020-12-10,155.075,3.53,88.767,111.2568,350.7202,38.9146
2020-12-11,155.821,3.3275,89.089,110.6,350.3089,38.7289
2020-12-14,157.849,3.18,88.003,109.4344,348.7405,37.3318
2020-12-15,158.256,3.4625,88.389,111.303,353.4553,38.0569
2020-12-16,162.048,3.4625,88.15,111.6268,354.01,38.6405
2020-12-17,161.804,3.7075,87.395,110.7017,355.9896,38.4459
2020-12-18,160.083,3.9075,86.551,110.1559,354.5683,37.7828
2020-12-21,160.309,3.8825,86.968,114.291,353.3006,37.0931
2020-12-22,160.326,4.865,86.175,112.5518,352.7051,36.4653
2020-12-23,159.264,5.1425,86.619,115.697,353.0221,36.9339
2020-12-24,158.635,5.0375,86.943,115.1883,354.3955,36.7836
2020-12-28,164.198,5.2475,88.804,115.9468,357.44,36.9074
2020-12-29,166.1,4.845,87.936,115.6415,356.7581,36.4918
2020-12-30,164.293,4.815,86.976,115.9653,357.2671,36.7836
2020-12-31,162.847,4.71,87.594,117.5472,359.0823,36.4476
2021-01-04,159.332,4.3125,86.412,116.4371,354.1938,36.6952
2021-01-05,160.926,4.3425,87.046,117.0706,356.6332,38.4636
2021-01-06,156.919,4.59,86.765,122.5678,358.7654,39.4451
2021-01-07,158.108,4.52,89.363,126.5928,364.0957,39.7546
2021-01-08,159.135,4.4225,90.361,126.7326,366.1702,40.1967
2021-01-11,155.711,4.985,88.336,128.624,363.702,41.4169
2021-01-12,156.041,4.9875,87.328,130.6458,363.7788,42.3365
2021-01-13,158.295,7.85,87.72,130.7669,364.7584,42.814
2021-01-14,156.373,9.9775,87.009,131.5309,363.4811,44.4852
2021-01-15,155.213,8.875,86.81,129.1737,360.8303,42.3454
2021-01-19,156.038,9.84,89.543,128.6146,363.6635,43.1854
2021-01-20,163.169,9.78,94.345,126.686,368.6961,43.7955
2021-01-21,165.349,10.7575,94.563,125.6238,369.0323,42.5399
2021-01-22,164.612,16.2525,95.053,124.6548,367.7261,41.9386
2021-01-25,164.7,19.1975,94.97,123.0989,369.1764,41.47
2021-01-26,166.307,36.995,95.862,122.5957,368.6001,40.5592
2021-01-27,161.629,86.8775,91.54,119.1297,359.5913,40.0994
2021-01-28,161.881,48.4,93.155,121.2261,362.6839,40.7272
2021-01-29,160.31,81.25,91.787,119.8844,355.4231,39.6485
2021-02-01,167.144,56.25,95.068,120.7696,361.3393,39.7192
2021-02-02,169.0,22.5,96.376,124.4871,366.4488,40.347
2021-02-03,165.627,23.1025,103.504,125.9127,366.7369,41.9298
2021-02-04,166.55,13.375,103.119,128.8103,370.9051,42.7344
2021-02-05,167.608,15.9425,104.9,128.5587,372.365,44.1669
2021-02-08,166.147,15.0,104.646,130.5713,375.0541,46.0679
2021-02-09,165.25,12.5775,104.176,130.0495,374.8044,45.5284
2021-02-10,164.329,12.8,104.769,130.124,374.6411,45.969
2021-02-11,163.107,12.775,104.795,129.7607,375.2462,44.818
2021-02-12,163.886,13.1,105.206,131.6055,377.0998,45.4295
2021-02-16,163.448,12.3775,106.095,134.7733,376.7733,46.7963
2021-02-17,165.432,11.485,106.416,135.1926,376.8597,47.5247
2021-02-18,166.412,10.1725,105.86,135.6491,375.2558,46.7783
2021-02-19,162.495,10.1475,105.057,137.9132,374.5931,47.0931
2021-02-22,159.037,11.5,103.244,139.2083,371.7119,48.8286
2021-02-23,159.725,11.2425,103.543,140.3264,372.1633,49.503
2021-02-24,157.977,22.9275,104.759,142.7954,376.2643,50.9868
2021-02-25,152.858,27.1825,101.568,140.8574,367.1979,50.1415
2021-02-26,154.647,25.435,101.843,137.1213,365.3059,48.8916
2021-03-01,157.307,30.1,104.076,140.2239,374.1609,50.717
2021-03-02,154.727,29.545,103.792,139.7673,371.2413,50.4203
2021-03-03,150.25,31.045,101.336,142.4693,366.3239,50.8249
2021-03-04,148.879,33.0875,102.455,140.2798,361.7907,52.7942
2021-03-05,150.023,34.435,105.427,140.6059,368.4464,54.7906
2021-03-08,147.598,48.625,101.209,142.4693,366.612,54.7366
2021-03-09,153.142,61.725,102.635,141.4631,371.8463,53.8913
2021-03-10,152.882,66.25,102.752,144.5377,374.1609,55.5459
2021-03-11,155.68,65.0,105.739,143.7831,377.9546,55.1323
2021-03-12,154.474,66.125,103.096,145.4881,378.4636,55.7258
2021-03-15,154.084,55.035,103.324,144.7614,380.7206,54.305
2021-03-16,154.593,52.0425,104.626,143.0284,380.2404,53.1539
2021-03-17,156.787,52.4525,104.554,144.5005,381.537,53.3877
2021-03-18,151.4,50.4375,101.811,146.8857,375.9857,51.0857
2021-03-19,153.748,50.0675,102.16,144.5471,375.2898,50.7979
2021-03-22,155.544,48.6225,101.929,140.6618,378.2865,50.2764
2021-03-23,156.875,45.4375,102.648,139.2549,375.3091,49.6559
2021-03-24,154.354,30.085,102.253,140.3357,373.4013,50.6631
2021-03-25,152.313,45.9375,102.218,142.1339,375.5018,50.5192
2021-03-26,152.602,45.25,101.778,144.5005,381.553,51.895
2021-03-29,153.787,45.325,102.797,142.255,381.3603,51.6162
2021-03-30,152.765,48.615,102.777,143.9321,380.3486,50.9778
2021-03-31,154.704,47.455,103.432,141.8358,381.8903,50.2044
2021-04-01,158.05,47.8625,106.888,143.2147,386.0143,51.6073
2021-04-05,161.337,46.7375,111.278,143.9738,391.5548,50.8069
2021-04-06,161.191,46.125,111.238,142.9616,391.3236,50.6631
2021-04-07,163.969,44.4925,112.484,145.2016,391.7765,50.8879
2021-04-08,164.965,42.565,113.272,145.3796,393.6361,50.3573
2021-04-09,168.61,39.59,114.294,146.4668,396.4979,50.2404
2021-04-12,168.969,35.2725,112.739,146.1575,396.6425,49.9077
2021-04-13,170.0,35.2475,113.364,144.4143,397.818,50.0965
2021-04-14,166.65,41.6325,112.742,141.7151,396.4594,51.5443
2021-04-15,168.955,39.11,114.833,142.6149,400.7184,51.2386
2021-04-16,169.972,38.6725,114.888,143.6739,402.0577,50.9508
2021-04-19,168.601,41.0925,115.12,143.0647,400.0824,50.7889
2021-04-20,166.735,39.6325,114.682,139.897,397.1532,49.7189
2021-04-21,168.101,39.6275,114.665,141.0872,400.9111,50.3573
2021-04-22,165.452,37.7925,113.396,138.1163,397.2495,49.7009
2021-04-23,167.044,37.795,115.765,140.7592,401.5567,49.9706
2021-04-26,170.45,42.2325,116.337,141.106,402.395,50.0696
2021-04-27,170.872,44.4425,115.356,141.7526,402.3082,50.726
2021-04-28,172.925,44.645,118.996,142.6711,402.1926,52.2547
2021-04-29,173.566,44.0475,121.494,145.4452,404.7557,53.0011
2021-04-30,173.371,43.3975,120.506,144.1519,402.0963,51.4724
2021-05-03,169.325,40.55,119.759,143.7301,402.9635,52.8932
2021-05-04,165.594,40.1825,117.713,145.717,400.4775,53.2259
2021-05-05,163.527,39.87,117.837,147.6289,400.6027,54.8265
2021-05-06,165.319,40.2525,119.068,150.5999,403.8018,55.3481
2021-05-07,164.581,40.2775,119.935,151.1153,406.7406,56.1394
2021-05-10,159.525,35.805,117.083,151.0966,402.7129,56.2743
2021-05-11,161.195,36.73,115.438,148.5849,399.1188,54.4848
2021-05-12,157.597,36.1975,111.954,147.5633,390.6395,54.7768
2021-05-13,158.074,41.125,113.098,151.359,395.332,54.1016
2021-05-14,161.145,39.98,115.808,153.7114,401.4025,55.4428
2021-05-17,163.52,45.15,116.071,154.33,400.3811,56.7383
2021-05-18,161.614,45.1675,115.172,152.1556,396.9315,55.1326
2021-05-19,161.59,42.2075,115.436,150.9935,395.8909,53.8097
2021-05-20,162.384,42.6225,117.805,150.7311,400.1499,53.682
2021-05-21,160.154,44.1975,117.255,152.4462,399.8222,53.755
2021-05-24,162.249,45.0025,120.334,153.2709,403.8981,54.3845
2021-05-25,162.953,52.3575,120.454,151.687,403.002,53.1528
2021-05-26,163.258,60.64,121.677,151.6683,403.8018,53.7732
2021-05-27,161.506,63.5325,120.126,154.03,404.0138,53.4265
2021-05-28,161.154,55.5,120.578,153.927,404.7364,53.2532
2021-06-01,160.933,62.255,121.491,155.6233,404.3799,55.16
2021-06-02,161.7,70.56,121.064,155.6327,405.0159,55.5979
2021-06-03,159.351,64.545,120.231,155.7358,403.5127,55.8168
2021-06-04,160.311,62.09,122.588,155.9888,407.2032,56.0632
2021-06-07,159.901,70.0025,123.305,155.2578,406.8081,55.6982
2021-06-08,163.206,75.0,124.143,154.6392,406.8948,56.6836
2021-06-09,164.058,75.64,124.57,152.7086,406.2878,57.158
2021-06-10,167.483,55.0975,126.08,150.3281,408.1764,57.2492
2021-06-11,167.342,58.335,125.696,150.225,408.8509,56.7201
2021-06-14,169.194,57.36,126.352,147.6758,409.7662,56.6288
2021-06-15,169.157,55.625,126.033,145.4359,409.0147,58.6907
2021-06-16,170.763,55.7425,125.696,146.4574,406.731,58.4809
2021-06-17,174.462,55.8975,126.371,142.2306,406.5961,56.5558
2021-06-18,174.345,53.455,125.568,138.6317,401.111,55.1052
2021-06-21,172.698,50.0925,126.455,140.9841,406.8533,57.1032
2021-06-22,175.272,55.1,126.999,140.7779,409.0284,58.198
2021-06-23,175.191,54.835,126.462,141.6308,408.5354,58.6268
2021-06-24,172.454,53.0775,127.282,142.9335,410.9522,58.8641
2021-06-25,170.073,52.3775,126.995,144.3768,412.4119,58.9918
2021-06-28,172.195,53.3125,126.819,144.6392,413.2433,57.4864
2021-06-29,172.407,52.72,126.018,144.4612,413.4657,57.1306
2021-06-30,172.008,53.535,125.316,145.7733,413.8137,57.5503
2021-07-01,171.648,51.09,126.369,147.2166,416.1048,57.7145
2021-07-02,175.549,50.7075,128.719,147.0752,419.2853,57.6324
2021-07-06,183.787,49.89,129.771,144.6056,418.5216,55.9902
2021-07-07,184.829,47.665,130.078,144.7753,420.0007,55.1143
2021-07-08,186.57,47.845,129.177,142.2773,416.5785,54.868
2021-07-09,185.967,47.8075,129.575,146.8301,421.0254,55.8625
2021-07-12,185.928,47.3125,130.564,148.9322,422.5335,55.8077
2021-07-13,183.868,45.015,130.994,146.717,421.0931,55.5431
2021-07-14,184.084,41.905,132.083,146.2175,421.7214,54.3115
2021-07-15,181.56,41.705,131.267,146.5379,420.281,53.7823
2021-07-16,178.682,42.26,131.846,143.1917,416.9845,52.2952
2021-07-19,177.48,43.3725,129.254,138.5352,410.8265,50.4979
2021-07-20,178.66,47.795,131.102,141.1179,416.7138,51.0544
2021-07-21,179.26,46.4525,132.601,144.0872,420.0877,52.6966
2021-07-22,181.902,44.7125,133.329,142.2679,420.9674,52.1036
2021-07-23,182.832,45.09,137.816,141.9946,425.2983,52.0398
2021-07-26,184.991,45.985,139.645,142.9466,426.3424,53.3535
2021-07-27,181.32,44.635,136.796,142.7581,424.3993,52.7605
2021-07-28,181.516,42.28,136.382,142.9937,424.2252,53.1163
2021-07-29,179.996,41.215,136.541,144.2191,425.9847,53.7641
2021-07-30,166.38,40.28,135.221,143.0691,423.9159,52.5233
2021-08-02,166.574,39.4125,135.99,142.4941,423.0265,52.5324
2021-08-03,168.312,38.1875,136.28,144.1154,426.468,53.0981
2021-08-04,167.736,36.7,136.029,142.5601,424.3703,51.8573
2021-08-05,168.8,38.36,136.94,144.3605,427.0577,52.1857
2021-08-06,167.247,37.9425,137.036,148.4609,427.7634,52.7879
2021-08-09,167.094,40.2825,138.002,148.3006,427.4154,52.1857
2021-08-10,166.034,39.7625,138.097,150.1198,427.9471,53.0798
2021-08-11,164.606,39.695,137.69,151.9108,429.0105,53.2349
2021-08-12,165.175,40.5875,138.39,152.5046,430.2962,53.1145
2021-08-13,164.699,40.63,138.406,150.7985,431.0793,52.5774
2021-08-16,164.95,40.9825,138.916,149.8088,432.0943,51.8087
2021-08-17,162.098,40.8875,137.301,147.999,429.2618,51.4567
2021-08-18,160.061,39.2625,136.57,146.6511,424.5636,50.3731
2021-08-19,159.388,38.225,136.914,145.4257,425.221,48.8357
2021-08-20,159.998,39.825,138.437,145.8404,428.6045,48.845
2021-08-23,163.294,41.2225,141.099,147.7068,432.3747,50.8547
2021-08-24,165.289,52.5725,142.398,148.6211,433.0611,51.2715
2021-08-25,164.959,49.9125,142.95,151.6846,433.9698,51.3641
2021-08-26,165.8,51.305,142.123,152.4669,431.408,50.6695
2021-08-27,167.482,51.2375,144.551,153.6923,435.2652,51.6512
2021-08-30,171.079,52.3,145.469,151.2321,437.1793,51.0863
2021-08-31,173.54,54.56,145.462,150.7702,436.5316,50.4935
2021-09-01,173.95,53.2425,145.842,150.5534,436.7636,49.7989
2021-09-02,173.156,53.38,144.219,151.251,438.1073,51.0122
2021-09-03,173.903,50.6875,144.775,150.3366,438.001,50.8177
2021-09-07,175.465,49.75,145.519,150.0727,436.4349,50.5213
2021-09-08,176.275,49.7,144.884,149.4035,435.9032,50.0582
2021-09-09,174.208,49.795,144.914,150.0539,434.0374,50.0953
2021-09-10,173.458,47.6025,141.921,148.3289,430.6153,49.9934
2021-09-13,172.859,50.85,143.465,150.6854,431.7173,51.2808
2021-09-14,172.5,49.81,143.406,148.0555,429.3875,50.5491
2021-09-15,173.79,51.13,145.206,149.083,432.974,52.2532
2021-09-16,174.412,51.5925,144.373,149.017,432.2877,51.6975
2021-09-17,173.126,51.2425,141.464,148.6305,428.077,51.0863
2021-09-20,167.787,48.05,139.017,144.1814,420.9391,49.7248
2021-09-21,167.182,47.4875,139.647,144.2003,420.5415,49.6785
2021-09-22,169.003,47.535,140.939,146.9621,424.6438,51.1326
2021-09-23,170.8,47.81,141.827,151.9297,429.8033,52.8645
2021-09-24,171.276,46.29,142.633,153.6829,430.5112,53.3368
2021-09-27,170.29,47.37,141.501,157.3968,429.2796,54.9205
2021-09-28,165.798,44.65,136.184,156.5484,420.6288,55.4947
2021-09-29,165.056,43.98,134.521,156.4259,421.3368,55.4577
2021-09-30,164.252,43.8675,133.266,154.2956,416.187,54.476
2021-10-01,164.163,44.2275,136.463,157.5382,421.1331,56.4301
2021-10-04,159.489,42.84,133.765,157.3685,415.7021,57.1618
2021-10-05,161.05,43.045,136.177,159.9384,420.0275,57.0692
2021-10-06,163.101,42.7675,137.354,160.2798,421.7732,56.0226
2021-10-07,165.122,43.03,139.186,161.2945,425.4197,56.1801
2021-10-08,164.431,43.17,140.056,161.4177,424.6438,57.5878
2021-10-11,162.315,44.525,138.848,158.0229,421.5695,57.0136
2021-10-12,162.367,43.955,136.713,156.809,420.5318,56.7172
2021-10-13,164.214,46.015,137.9,152.6745,422.0447,56.5598
2021-10-14,164.993,45.9575,141.412,155.0168,429.1438,57.4211
2021-10-15,170.451,45.82,141.675,157.9944,432.4121,57.9675
2021-10-18,172.337,46.505,142.961,157.9375,433.6922,57.9397
2021-10-19,172.208,46.6975,143.822,159.8531,437.0381,58.8103
2021-10-20,170.753,46.13,142.415,162.0057,438.7547,59.1345
2021-10-21,171.751,45.4275,142.781,160.735,439.8991,58.0601
2021-10-22,166.778,42.45,138.625,162.8971,439.4432,58.4584
2021-10-25,166.019,43.4925,138.773,162.1005,441.7999,59.5976
2021-10-26,168.804,44.46,139.672,162.5367,442.1975,60.9775
2021-10-27,169.624,43.3775,146.428,159.1513,440.2385,59.3938
2021-10-28,172.329,45.7125,146.129,161.5505,444.4863,59.5605
2021-10-29,168.622,45.8775,148.271,161.1048,445.3882,59.7087
2021-11-01,165.906,50.0225,143.774,161.0195,446.1544,60.783
2021-11-02,165.638,51.7475,145.863,161.6548,447.9582,60.0328
2021-11-03,169.2,54.5825,146.79,161.7117,450.6931,59.2086
2021-11-04,173.85,54.46,148.683,159.5875,452.817,59.6531
2021-11-05,175.95,53.3125,149.241,159.3599,454.3881,60.2181
2021-11-08,174.449,54.66,149.352,160.3177,454.776,60.8664
2021-11-09,178.812,51.65,149.248,159.1039,453.2728,61.4591
2021-11-10,174.103,49.7975,146.626,158.9522,449.6263,60.2483
2021-11-11,173.625,51.08,146.748,158.9427,449.7718,60.361
2021-11-12,176.258,50.525,149.646,158.2315,453.1661,59.901
2021-11-15,177.284,52.285,149.388,157.947,453.3213,60.4173
2021-11-16,177.035,51.795,149.076,156.809,455.1155,61.0274
2021-11-17,177.45,52.5,149.062,155.9651,454.0099,60.361
2021-11-18,184.803,52.53,150.709,154.6185,455.5519,59.7039
2021-11-19,183.829,57.2,149.953,152.5986,454.7372,56.9445
2021-11-22,178.629,61.8875,147.079,155.8513,453.4571,57.7329
2021-11-23,179.002,53.475,146.757,159.5781,454.0584,59.2534
2021-11-24,179.021,52.945,146.718,158.3263,455.2706,59.5819
2021-11-26,175.228,49.93,142.806,153.5564,445.1167,57.4889
2021-11-29,178.079,50.5025,146.114,152.8926,450.5767,57.808
2021-11-30,175.354,49.0525,142.452,150.6167,441.8096,56.1654
2021-12-01,172.186,44.96,141.618,149.7253,436.9023,56.1185
2021-12-02,171.868,45.39,143.777,152.8736,443.5941,57.517
2021-12-03,169.49,43.0975,142.521,150.1046,439.7342,57.151
2021-12-06,171.368,41.78,143.796,151.8779,444.9421,57.7986
2021-12-07,176.165,44.4525,148.037,154.1633,454.1457,58.4462
2021-12-08,176.158,43.4125,148.721,152.3995,455.3482,58.6152
2021-12-09,174.171,38.94,148.106,152.1624,452.2739,58.7653
2021-12-10,172.212,39.7525,148.675,151.5555,456.5314,59.1408
2021-12-13,169.568,34.22,146.705,149.7538,452.4873,57.8455
2021-12-14,169.092,36.9225,144.971,150.9012,449.3742,57.761
2021-12-15,173.315,37.1475,147.368,149.7727,456.3956,57.5076
2021-12-16,168.871,36.1475,144.839,152.115,452.3709,57.6015
2021-12-17,170.017,38.91,142.803,148.6538,447.5595,56.3438
2021-12-20,167.079,39.285,142.402,145.9796,442.8004,55.5272
2021-12-21,170.417,39.53,144.221,148.0184,450.6641,56.7849
2021-12-22,171.037,38.5,146.949,148.5969,455.1702,57.2448
2021-12-23,171.069,38.035,147.142,149.1279,458.0023,57.273
2021-12-27,169.67,37.0775,148.064,149.9814,464.484,58.0896
2021-12-28,170.661,36.615,146.448,150.4365,464.1045,57.9018
2021-12-29,169.201,38.4825,146.505,150.3607,464.6981,57.395
2021-12-30,168.645,38.8325,146.003,150.2848,463.4135,57.0571
2021-12-31,166.717,37.0975,144.68,150.1615,462.2456,57.4325
2022-01-03,170.405,38.21,145.075,153.3383,464.922,59.6382
2022-01-04,167.522,37.2275,144.416,159.1513,464.7663,61.8815
2022-01-05,164.357,32.3425,137.654,156.2416,455.8417,62.6511
2022-01-06,163.254,32.7575,137.551,157.9016,455.4135,64.1247
2022-01-07,162.554,35.155,137.005,159.4661,453.613,64.6503
2022-01-10,161.486,32.7875,138.574,159.6187,453.0486,64.2655
2022-01-11,165.362,32.575,140.017,159.7809,457.1751,66.9687
2022-01-12,165.207,32.015,141.648,160.6872,458.4111,66.7715
2022-01-13,161.214,30.62,139.131,160.4868,452.0948,66.2929
2022-01-14,162.138,29.1625,139.787,150.6227,452.2797,67.4567
2022-01-18,158.918,27.2275,136.291,144.3074,444.27,68.5924
